fnlwgt,education_num,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,age_generalized,education_generalized,occupation_generalized,workclass_generalized,marital_generalized,native_generalized,suppressed
214985,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Government,Separated,USA,False
147098,5,Husband,White,Male,0,0,50,<=50K,40-59,9th,Blue-collar,Self-Employed,Married,USA,False
149833,13,Unmarried,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
253770,10,Wife,White,Female,7298,0,40,>50K,40-59,Secondary,Transport-moving,Government,Married,USA,False
252466,11,Husband,White,Male,0,0,24,<=50K,60+,Assoc-voc,Blue-collar,Private,Married,USA,False
138944,7,Husband,White,Male,0,0,40,>50K,40-59,11th,Blue-collar,Private,Married,USA,False
660461,9,Not-in-family,Black,Female,0,0,20,<=50K,60+,Secondary,Adm-clerical,Local-gov,Widowed,USA,False
197424,9,Husband,White,Male,5013,0,40,<=50K,25-39,Secondary,White-collar,Private,Married,USA,False
31717,9,Husband,White,Male,0,0,45,>50K,25-39,Secondary,White-collar,Self-Employed,Married,USA,False
296849,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
106698,10,Unmarried,White,Female,0,0,32,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
214469,9,Not-in-family,White,Female,0,0,13,<=50K,60+,Secondary,Adm-clerical,Private,Widowed,USA,False
185798,11,Other-relative,White,Male,0,0,48,>50K,40-59,Assoc-voc,Blue-collar,Private,Separated,USA,False
333108,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Sales,Private,Separated,USA,False
35210,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
298215,13,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Blue-collar,Private,Married,USA,False
143175,10,Other-relative,White,Female,0,0,45,<=50K,60+,Secondary,Sales,Private,Widowed,USA,False
409189,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Blue-collar,Self-Employed,Married,USA,False
195437,7,Husband,White,Male,0,0,40,>50K,40-59,11th,Transport-moving,Private,Married,USA,False
231160,10,Own-child,White,Male,0,0,25,<=50K,<25,Secondary,Service,Private,Single,USA,False
47310,9,Not-in-family,Black,Female,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,USA,False
214635,9,Husband,Black,Male,0,0,36,<=50K,25-39,Secondary,Service,Private,Married,Other,False
423222,14,Husband,White,Male,99999,0,80,>50K,40-59,HigherEd,Sales,Government,Married,USA,False
263307,13,Unmarried,Black,Male,0,0,45,<=50K,25-39,HigherEd,Sales,Private,Single,Other,False
232854,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Separated,USA,False
442035,10,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Private,Separated,USA,False
403911,9,Husband,Black,Male,0,1902,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
177027,13,Wife,Asian-Pac-Islander,Female,7688,0,52,>50K,40-59,HigherEd,Service,Private,Married,Other,False
249935,7,Own-child,White,Male,0,0,8,<=50K,40-59,11th,Blue-collar,Private,Separated,USA,False
249543,10,Own-child,White,Female,0,0,16,<=50K,<25,Secondary,Protective-serv,Private,Single,USA,False
230979,13,Not-in-family,White,Female,4787,0,25,>50K,40-59,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
256647,9,Husband,Black,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
111696,9,Not-in-family,White,Male,0,1974,40,<=50K,25-39,Secondary,Blue-collar,Private,Separated,USA,False
285457,9,Not-in-family,White,Male,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
303867,10,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,White-collar,Private,Married,USA,False
113597,10,Husband,White,Male,0,0,55,>50K,40-59,Secondary,White-collar,Government,Married,USA,False
151626,9,Own-child,Black,Female,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Self-Employed,Single,USA,False
176189,9,Husband,White,Male,0,0,40,<=50K,<25,Secondary,Machine-op-inspct,Private,Married,USA,False
41090,9,Husband,White,Male,0,2002,60,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
203488,10,Own-child,White,Male,0,0,45,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
109705,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Local-gov,Separated,USA,False
144947,13,Unmarried,Black,Female,0,0,40,<=50K,40-59,HigherEd,White-collar,Private,Separated,USA,False
617898,13,Husband,White,Male,0,0,50,<=50K,25-39,HigherEd,Farming-fishing,Private,Married,USA,False
149131,13,Husband,White,Male,0,0,40,>50K,60+,HigherEd,?,?,Married,Other,False
213477,14,Not-in-family,White,Male,0,0,28,<=50K,60+,HigherEd,Sales,Private,Separated,USA,False
35551,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
193755,13,Husband,White,Male,0,0,40,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Married,USA,False
315291,13,Other-relative,Black,Female,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Private,Single,USA,False
256240,7,Husband,White,Male,0,0,40,<=50K,<25,11th,Machine-op-inspct,Private,Married,USA,False
449354,9,Husband,White,Male,4386,0,45,>50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
187937,13,Unmarried,White,Female,0,0,40,<=50K,<25,HigherEd,Prof-specialty,Private,Single,USA,False
157617,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,Other,False
96099,10,Husband,White,Male,0,0,40,>50K,60+,Secondary,Sales,Private,Married,USA,False
122322,10,Own-child,White,Female,0,0,60,<=50K,<25,Secondary,Service,Private,Single,USA,False
175925,10,Husband,White,Male,0,0,60,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
236878,9,Husband,White,Male,0,0,30,<=50K,60+,Secondary,Blue-collar,Self-Employed,Married,USA,False
216647,10,Not-in-family,White,Female,0,0,30,<=50K,<25,Secondary,Service,Private,Single,USA,False
327769,10,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
212506,10,Unmarried,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
29054,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Farming-fishing,Self-Employed,Married,USA,False
92733,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
73715,7,Husband,White,Male,0,0,40,<=50K,25-39,11th,Blue-collar,Private,Married,USA,False
366662,9,Own-child,White,Male,0,0,50,<=50K,25-39,Secondary,Sales,Self-Employed,Single,USA,False
113337,10,Husband,White,Male,0,0,42,>50K,25-39,Secondary,White-collar,Local-gov,Married,USA,False
387468,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Prof-specialty,Private,Married,Other,False
384248,10,Unmarried,Black,Female,0,0,50,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
332703,9,Not-in-family,Other,Female,0,625,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
160910,13,Husband,White,Male,7298,0,40,>50K,25-39,HigherEd,Adm-clerical,Local-gov,Married,USA,False
182629,13,Not-in-family,White,Male,0,0,40,<=50K,40-59,HigherEd,White-collar,Self-Employed,Separated,USA,False
267652,13,Husband,White,Male,0,0,40,<=50K,40-59,HigherEd,Blue-collar,Private,Married,USA,False
410186,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
365411,5,Husband,White,Male,0,0,42,<=50K,25-39,9th,Machine-op-inspct,Private,Married,USA,False
205337,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
197462,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
191978,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
50178,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
72442,7,Husband,White,Male,0,0,40,>50K,60+,11th,Service,Private,Married,USA,False
178140,13,Husband,White,Male,0,0,45,>50K,25-39,HigherEd,Service,Private,Married,USA,False
354024,9,Wife,White,Female,0,0,40,>50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
219902,11,Not-in-family,Black,Female,0,0,40,<=50K,25-39,Assoc-voc,Adm-clerical,Private,Single,USA,False
132601,13,Husband,White,Male,0,0,55,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
210825,10,Husband,White,Male,0,0,40,>50K,60+,Secondary,White-collar,Private,Married,USA,False
251091,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Protective-serv,Local-gov,Married,USA,False
358886,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
248708,12,Not-in-family,White,Male,0,0,40,<=50K,25-39,Assoc-acdm,Blue-collar,Private,Single,USA,False
30063,9,Unmarried,White,Female,0,0,32,<=50K,25-39,Secondary,Service,Private,Separated,USA,False
41553,10,Not-in-family,Black,Female,0,0,40,<=50K,60+,Secondary,?,?,Widowed,USA,False
216010,9,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
164526,13,Husband,White,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
244495,9,Husband,White,Male,0,0,48,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
118701,9,Unmarried,Black,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Separated,USA,False
219611,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
68318,14,Own-child,White,Female,0,0,55,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Single,USA,False
23510,14,Unmarried,Asian-Pac-Islander,Male,0,2201,60,>50K,40-59,HigherEd,White-collar,Self-Employed,Separated,Other,False
112497,9,Other-relative,White,Male,0,0,35,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Married,Other,False
296066,10,Husband,White,Male,0,0,50,>50K,40-59,Secondary,Transport-moving,Self-Employed,Married,USA,False
306496,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Service,Private,Married,USA,False
163894,10,Husband,Black,Male,0,0,40,<=50K,40-59,Secondary,Handlers-cleaners,Private,Married,USA,False
316820,10,Husband,White,Male,0,0,84,<=50K,40-59,Secondary,Farming-fishing,Self-Employed,Married,USA,False
127728,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
66686,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,USA,False
207627,9,Husband,White,Male,2228,0,24,<=50K,60+,Secondary,?,?,Married,USA,False
199768,9,Husband,White,Male,0,1902,30,>50K,40-59,Secondary,Sales,Self-Employed,Married,USA,False
186805,9,Not-in-family,White,Female,0,0,35,<=50K,40-59,Secondary,?,?,Married,USA,False
154297,9,Unmarried,Black,Female,0,0,24,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
212894,15,Not-in-family,White,Male,0,0,55,>50K,40-59,Prof-school,Prof-specialty,Private,Separated,USA,False
344480,10,Husband,White,Male,0,0,65,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
105938,9,Own-child,Black,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Separated,USA,False
217826,9,Husband,Black,Male,0,0,25,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,Other,False
379525,10,Own-child,White,Female,0,0,10,<=50K,<25,Secondary,Service,Private,Single,USA,False
27067,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Separated,USA,False
36270,9,Husband,White,Male,0,1977,65,>50K,25-39,Secondary,Farming-fishing,Self-Employed,Married,USA,False
308608,9,Husband,White,Male,0,0,50,<=50K,60+,Secondary,Sales,Private,Married,USA,False
213574,9,Husband,White,Male,2635,0,10,<=50K,60+,Secondary,Blue-collar,Self-Employed,Married,USA,False
235109,13,Wife,White,Female,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Local-gov,Married,USA,False
118876,13,Not-in-family,White,Female,0,0,14,<=50K,60+,HigherEd,White-collar,Private,Single,USA,False
223716,10,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Local-gov,Separated,USA,False
166027,9,Not-in-family,White,Female,0,0,50,<=50K,60+,Secondary,Sales,Self-Employed,Widowed,USA,False
198654,15,Husband,Asian-Pac-Islander,Male,0,2415,67,>50K,25-39,Prof-school,Prof-specialty,Private,Married,Other,False
109080,10,Own-child,White,Male,0,0,55,<=50K,25-39,Secondary,Blue-collar,Private,Single,USA,False
104333,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
195876,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
390879,11,Unmarried,White,Female,0,0,36,<=50K,25-39,Assoc-voc,Prof-specialty,Private,Separated,USA,False
442045,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Prof-specialty,Private,Married,USA,False
253370,9,Wife,White,Female,0,0,35,>50K,40-59,Secondary,?,?,Married,USA,False
274830,9,Own-child,White,Female,0,0,15,<=50K,<25,Secondary,Service,Private,Single,USA,False
213226,13,Not-in-family,White,Male,0,0,65,>50K,25-39,HigherEd,Sales,Private,Single,USA,False
167787,9,Not-in-family,White,Female,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
352712,11,Husband,White,Male,0,0,55,<=50K,60+,Assoc-voc,Farming-fishing,Self-Employed,Married,USA,False
213412,7,Husband,White,Male,0,0,40,<=50K,25-39,11th,Blue-collar,Private,Married,USA,False
81243,13,Not-in-family,White,Male,0,1876,40,<=50K,40-59,HigherEd,White-collar,Private,Separated,USA,False
195258,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
57929,9,Not-in-family,White,Male,0,0,25,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
953588,9,Wife,White,Female,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
99064,11,Husband,White,Male,5013,0,40,<=50K,40-59,Assoc-voc,Blue-collar,Private,Married,USA,False
194788,14,Not-in-family,White,Female,4787,0,60,>50K,40-59,HigherEd,White-collar,Local-gov,Separated,USA,False
155293,13,Husband,White,Male,0,0,60,>50K,40-59,HigherEd,Sales,Self-Employed,Married,USA,False
204082,10,Not-in-family,White,Female,0,0,45,<=50K,60+,Secondary,White-collar,Private,Widowed,USA,False
216283,13,Wife,White,Female,0,0,45,>50K,25-39,HigherEd,Prof-specialty,Government,Married,USA,False
355856,13,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,25-39,HigherEd,Blue-collar,Private,Married,Other,False
425622,9,Husband,White,Male,0,0,55,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
115549,10,Own-child,White,Male,0,0,60,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
177366,9,Other-relative,White,Female,0,0,20,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
38245,10,Husband,White,Male,0,0,60,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
115784,11,Husband,White,Male,0,0,45,<=50K,40-59,Assoc-voc,Handlers-cleaners,Private,Married,USA,False
170165,9,Other-relative,White,Female,0,0,55,<=50K,40-59,Secondary,Machine-op-inspct,Private,Separated,USA,False
116163,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
223433,11,Husband,White,Male,0,0,53,>50K,25-39,Assoc-voc,Protective-serv,Local-gov,Married,USA,False
108542,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Protective-serv,Government,Married,USA,False
212318,9,Not-in-family,White,Male,0,0,55,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Single,USA,False
173090,9,Unmarried,White,Female,0,0,32,<=50K,40-59,Secondary,Sales,Private,Widowed,USA,False
26781,9,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
31782,6,Husband,White,Male,0,0,45,>50K,40-59,10th,Transport-moving,Private,Married,USA,False
189241,7,Own-child,White,Male,0,0,40,<=50K,25-39,11th,Handlers-cleaners,Private,Married,USA,False
164229,9,Not-in-family,White,Male,2597,0,40,<=50K,25-39,Secondary,Service,Private,Separated,USA,False
263614,12,Husband,White,Male,0,0,45,>50K,25-39,Assoc-acdm,Blue-collar,Private,Married,USA,False
74500,13,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
263502,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Separated,USA,False
47707,9,Own-child,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Government,Single,USA,False
231638,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
389479,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,?,?,Married,USA,False
111128,9,Own-child,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Separated,USA,False
152307,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
609789,9,Husband,White,Male,0,0,30,<=50K,25-39,Secondary,Service,Private,Married,Other,False
300681,9,Husband,Black,Male,7298,0,35,>50K,25-39,Secondary,Protective-serv,Local-gov,Married,USA,False
598995,13,Unmarried,Black,Female,0,0,42,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
262241,9,Other-relative,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Local-gov,Married,USA,False
308136,9,Own-child,White,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,USA,False
195635,9,Husband,White,Male,0,2051,38,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
228406,9,Unmarried,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
136398,16,Husband,Asian-Pac-Islander,Male,0,0,50,>50K,25-39,Doctorate,Prof-specialty,Private,Married,Other,False
34007,13,Husband,White,Male,0,0,70,>50K,40-59,HigherEd,Farming-fishing,Self-Employed,Married,USA,False
121195,9,Not-in-family,Other,Male,0,0,50,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
212936,10,Own-child,White,Male,0,0,15,<=50K,<25,Secondary,Service,Private,Single,USA,False
73514,13,Other-relative,Asian-Pac-Islander,Female,0,0,45,<=50K,25-39,HigherEd,White-collar,Government,Single,USA,False
307371,10,Own-child,White,Male,0,0,15,<=50K,<25,Secondary,Protective-serv,Private,Single,USA,False
119992,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Married,USA,False
192002,14,Husband,White,Male,7298,0,60,>50K,25-39,HigherEd,White-collar,Private,Married,Other,False
327518,11,Husband,White,Male,0,0,45,<=50K,<25,Assoc-voc,Blue-collar,Private,Married,USA,False
154210,9,Husband,Asian-Pac-Islander,Male,2829,0,60,<=50K,40-59,Secondary,Service,Private,Married,Other,False
35034,13,Husband,White,Male,0,0,21,<=50K,40-59,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
378239,14,Husband,White,Male,0,0,2,>50K,60+,HigherEd,?,?,Married,USA,False
270218,13,Own-child,Black,Female,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Government,Single,USA,False
61751,9,Wife,White,Female,0,0,35,<=50K,40-59,Secondary,Service,Private,Married,USA,False
137876,10,Not-in-family,White,Male,0,0,20,<=50K,<25,Secondary,Protective-serv,Private,Single,USA,False
336007,13,Husband,White,Male,0,2246,40,>50K,60+,HigherEd,Prof-specialty,Private,Married,USA,False
222539,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
202027,13,Husband,White,Male,7298,0,35,>50K,25-39,HigherEd,Handlers-cleaners,Private,Married,USA,False
221317,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,Other,False
186934,10,Husband,White,Male,0,0,45,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
179580,9,Wife,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Local-gov,Married,USA,False
26803,10,Husband,White,Male,0,0,84,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
344624,9,Husband,White,Male,0,1902,50,>50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
59969,9,Other-relative,White,Female,0,0,35,<=50K,25-39,Secondary,Adm-clerical,Government,Married,USA,False
162930,13,Husband,White,Male,0,0,50,<=50K,25-39,HigherEd,Prof-specialty,Private,Married,Other,False
179285,13,Husband,White,Male,0,0,30,<=50K,60+,HigherEd,Sales,Self-Employed,Married,USA,False
217161,9,Not-in-family,Black,Female,0,0,14,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
170336,9,Wife,Other,Female,0,0,19,<=50K,25-39,Secondary,Adm-clerical,Private,Married,USA,False
227886,13,Husband,White,Male,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Local-gov,Married,USA,False
141706,10,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
361888,10,Unmarried,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Separated,USA,False
185407,9,Husband,White,Male,7688,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
176101,9,Husband,White,Male,0,0,80,>50K,25-39,Secondary,Farming-fishing,Self-Employed,Married,USA,False
155755,9,Not-in-family,White,Female,4416,0,25,<=50K,40-59,Secondary,?,?,Separated,USA,False
173243,10,Husband,White,Male,5178,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
160916,12,Wife,White,Female,0,0,45,<=50K,25-39,Assoc-acdm,White-collar,Private,Married,USA,False
227397,13,Wife,White,Female,0,0,40,>50K,40-59,HigherEd,Adm-clerical,Private,Married,USA,False
111066,13,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Blue-collar,Self-Employed,Married,USA,False
189924,10,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
120837,9,Husband,White,Male,0,2042,48,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
172304,10,Husband,White,Male,0,0,50,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
166253,9,Wife,White,Female,0,0,2,<=50K,60+,Secondary,?,?,Married,USA,False
86492,11,Husband,White,Male,0,0,30,>50K,25-39,Assoc-voc,Transport-moving,Private,Married,USA,False
206667,14,Wife,White,Female,0,0,40,>50K,60+,HigherEd,Prof-specialty,Private,Married,USA,False
153546,13,Own-child,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Self-Employed,Single,USA,False
115932,9,Not-in-family,White,Male,99999,0,50,>50K,25-39,Secondary,Blue-collar,Self-Employed,Single,USA,False
37302,7,Husband,White,Male,0,0,50,<=50K,25-39,11th,White-collar,Self-Employed,Married,USA,False
109001,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Single,USA,False
195488,9,Own-child,White,Female,0,0,45,<=50K,40-59,Secondary,Adm-clerical,Private,Single,USA,False
216116,14,Unmarried,Black,Female,0,0,37,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
118497,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
226883,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,Other,False
71458,10,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,White-collar,Private,Married,USA,False
142621,13,Not-in-family,White,Female,4101,0,40,<=50K,25-39,HigherEd,Prof-specialty,Government,Single,USA,False
125279,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
197303,13,Own-child,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
148995,13,Own-child,White,Male,4787,0,45,>50K,40-59,HigherEd,Prof-specialty,Local-gov,Single,USA,False
69251,10,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Married,Other,False
137310,9,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,Other,False
323229,13,Not-in-family,White,Male,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Private,Single,USA,False
138626,11,Not-in-family,White,Male,2174,0,50,<=50K,40-59,Assoc-voc,White-collar,Private,Separated,USA,False
102359,13,Not-in-family,White,Male,0,0,40,<=50K,40-59,HigherEd,Prof-specialty,Private,Separated,USA,False
404661,10,Not-in-family,Black,Male,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
99146,14,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,Prof-specialty,Private,Married,Other,False
230268,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Service,Self-Employed,Married,USA,False
38819,13,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Sales,Self-Employed,Married,USA,False
380614,12,Wife,White,Female,0,0,13,>50K,25-39,Assoc-acdm,Prof-specialty,Private,Married,USA,False
319637,9,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
81965,11,Not-in-family,White,Female,0,0,40,<=50K,25-39,Assoc-voc,White-collar,Private,Single,USA,False
182302,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Local-gov,Married,USA,False
53434,11,Husband,White,Male,0,0,60,>50K,25-39,Assoc-voc,White-collar,Private,Married,USA,False
216214,7,Husband,White,Male,0,0,40,<=50K,40-59,11th,Machine-op-inspct,Private,Married,USA,False
115066,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,White-collar,Government,Married,USA,False
120277,9,Not-in-family,White,Female,0,0,30,<=50K,<25,Secondary,Service,Private,Single,USA,False
134286,10,Not-in-family,White,Male,0,0,35,<=50K,40-59,Secondary,Sales,Self-Employed,Separated,USA,False
26716,6,Not-in-family,White,Male,0,0,60,<=50K,40-59,10th,Transport-moving,Private,Single,USA,False
117746,13,Husband,White,Male,0,0,50,>50K,60+,HigherEd,Sales,Private,Married,USA,False
206199,9,Own-child,Black,Male,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
89922,11,Husband,White,Male,15024,0,40,>50K,40-59,Assoc-voc,White-collar,Self-Employed,Married,USA,False
69867,13,Husband,White,Male,0,0,55,>50K,60+,HigherEd,Prof-specialty,Private,Married,USA,False
109020,13,Unmarried,Other,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
130302,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
156728,13,Husband,White,Male,0,0,56,<=50K,25-39,HigherEd,Adm-clerical,Private,Married,USA,False
424719,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,White-collar,Private,Separated,USA,False
217647,10,Not-in-family,Black,Female,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Government,Separated,USA,False
241895,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Married,USA,False
81054,10,Unmarried,White,Female,0,0,25,<=50K,40-59,Secondary,White-collar,Local-gov,Separated,USA,False
156728,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Farming-fishing,Private,Married,USA,False
