fnlwgt,education_num,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,age_generalized,education_generalized,occupation_generalized,workclass_generalized,marital_generalized,native_generalized,suppressed
181220,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,White-collar,Private,Married,USA,False
133025,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
124865,10,Not-in-family,White,Female,0,0,35,<=50K,40-59,Secondary,Sales,Self-Employed,Separated,USA,False
45599,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Private,Separated,USA,False
194293,10,Not-in-family,White,Female,2463,0,38,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
102180,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,White-collar,Private,Married,USA,False
121130,9,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
138768,10,Own-child,White,Male,0,0,50,<=50K,<25,Secondary,White-collar,Private,Single,USA,True
98989,9,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K,40-59,Secondary,Service,Government,Married,USA,False
126327,12,Unmarried,Black,Female,0,0,40,<=50K,25-39,Assoc-acdm,Adm-clerical,Government,Single,USA,True
113364,13,Own-child,White,Male,0,0,18,<=50K,25-39,HigherEd,Sales,Private,Single,USA,False
326199,5,Husband,White,Male,2580,0,40,<=50K,25-39,9th,Blue-collar,Private,Married,USA,True
376789,9,Not-in-family,White,Male,0,0,15,<=50K,40-59,Secondary,Service,Private,Single,USA,True
137063,13,Husband,White,Male,0,0,50,<=50K,25-39,HigherEd,Sales,Private,Married,USA,False
279145,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
178815,13,Not-in-family,White,Male,8614,0,40,>50K,25-39,HigherEd,White-collar,Private,Single,USA,False
245369,9,Own-child,White,Male,0,0,35,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Separated,USA,False
49593,15,Not-in-family,Black,Female,0,0,40,<=50K,25-39,Prof-school,Prof-specialty,Government,Single,USA,False
238648,9,Husband,Black,Male,7298,0,40,>50K,40-59,Secondary,Service,Government,Married,USA,False
166181,10,Wife,Black,Female,0,0,48,>50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
249043,13,Husband,White,Male,5556,0,26,>50K,60+,HigherEd,Sales,Self-Employed,Married,USA,False
156403,6,Husband,White,Male,0,0,40,<=50K,40-59,10th,Handlers-cleaners,Private,Married,USA,True
128529,9,Not-in-family,White,Female,0,0,20,<=50K,60+,Secondary,?,?,Widowed,USA,False
186934,13,Husband,White,Male,0,1848,55,>50K,25-39,HigherEd,Adm-clerical,Government,Married,USA,False
148489,9,Not-in-family,Asian-Pac-Islander,Male,0,0,40,<=50K,40-59,Secondary,?,?,Married-spouse-absent,Other,True
387770,10,Unmarried,White,Female,0,0,15,<=50K,40-59,Secondary,Adm-clerical,Local-gov,Widowed,USA,True
115511,16,Husband,White,Male,0,0,50,<=50K,40-59,Doctorate,Prof-specialty,Private,Married,USA,False
201410,13,Husband,White,Male,0,1977,45,>50K,25-39,HigherEd,Transport-moving,Private,Married,Other,False
220585,12,Husband,White,Male,0,0,50,>50K,25-39,Assoc-acdm,White-collar,Private,Married,USA,False
282066,13,Husband,White,Male,0,1977,45,>50K,60+,HigherEd,White-collar,Self-Employed,Married,USA,False
280966,10,Husband,White,Male,0,0,50,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
291586,13,Own-child,White,Male,0,0,20,<=50K,25-39,HigherEd,Transport-moving,Private,Single,USA,True
142227,13,Not-in-family,White,Female,0,0,30,<=50K,<25,HigherEd,Adm-clerical,Private,Single,USA,True
104025,7,Own-child,White,Male,0,0,18,<=50K,<25,11th,?,?,Single,USA,True
148254,14,Not-in-family,White,Female,0,0,35,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
170562,10,Husband,White,Male,0,0,48,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
222490,10,Own-child,White,Female,0,0,30,<=50K,<25,Secondary,Sales,Private,Single,USA,True
57674,14,Husband,White,Male,0,0,48,<=50K,60+,HigherEd,Prof-specialty,Local-gov,Married,USA,False
233624,9,Husband,White,Male,0,0,43,<=50K,<25,Secondary,Blue-collar,Private,Married,USA,True
42734,10,Not-in-family,White,Male,0,0,25,<=50K,25-39,Secondary,Service,Private,Single,USA,False
233107,5,Husband,White,Male,0,0,33,<=50K,25-39,9th,Blue-collar,Private,Married,Other,True
143110,13,Not-in-family,White,Female,0,0,30,<=50K,60+,HigherEd,Prof-specialty,Private,Widowed,USA,False
195844,12,Husband,White,Male,0,0,50,>50K,40-59,Assoc-acdm,White-collar,Private,Married,USA,False
115896,11,Unmarried,White,Female,0,0,40,<=50K,40-59,Assoc-voc,Prof-specialty,Self-Employed,Widowed,USA,True
303851,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
172475,9,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,Other,True
30008,6,Husband,White,Male,0,0,35,<=50K,40-59,10th,Farming-fishing,Self-Employed,Married,USA,True
147921,9,Unmarried,White,Female,0,0,40,<=50K,25-39,Secondary,Service,Local-gov,Widowed,USA,True
172716,8,Husband,White,Male,0,0,40,<=50K,25-39,12th,Armed-Forces,Government,Married,USA,True
155057,9,Not-in-family,White,Male,0,0,70,<=50K,25-39,Secondary,Transport-moving,Private,Single,USA,False
152569,11,Not-in-family,White,Female,0,2339,36,<=50K,40-59,Assoc-voc,?,?,Widowed,USA,True
132728,9,Not-in-family,White,Male,0,0,20,<=50K,60+,Secondary,White-collar,Self-Employed,Single,USA,False
195136,12,Not-in-family,White,Female,0,0,32,<=50K,25-39,Assoc-acdm,Service,Private,Separated,USA,True
377322,9,Husband,Black,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
293941,13,Husband,White,Male,0,0,40,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Married,USA,False
182123,9,Husband,White,Male,0,0,44,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
32528,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
140206,15,Husband,White,Male,0,0,40,>50K,25-39,Prof-school,Prof-specialty,Private,Married,USA,False
378221,13,Husband,White,Male,0,0,60,>50K,40-59,HigherEd,White-collar,Local-gov,Married,Other,True
211601,10,Wife,Black,Female,0,0,40,<=50K,<25,Secondary,White-collar,Private,Married,USA,False
119411,9,Own-child,White,Male,0,0,50,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Single,USA,False
240013,14,Husband,White,Male,0,0,70,<=50K,40-59,HigherEd,Sales,Self-Employed,Married,USA,False
95552,9,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,White-collar,Private,Single,USA,True
183710,5,Husband,White,Male,0,0,40,<=50K,40-59,9th,Farming-fishing,Self-Employed,Married,USA,True
189382,9,Wife,White,Female,0,0,40,>50K,25-39,Secondary,Adm-clerical,Private,Married,USA,False
380633,3,Unmarried,White,Female,0,0,40,<=50K,40-59,5th-6th,Service,Private,Widowed,Other,True
53407,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
150480,15,Husband,White,Male,0,0,55,>50K,25-39,Prof-school,Prof-specialty,Private,Married,USA,False
175674,13,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Sales,Private,Married,USA,False
375313,9,Not-in-family,Asian-Pac-Islander,Male,0,0,50,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
278391,10,Own-child,White,Male,0,0,16,<=50K,<25,Secondary,?,?,Single,USA,True
212888,10,Not-in-family,White,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
487085,4,Unmarried,Black,Male,0,0,40,<=50K,25-39,7th-8th,Blue-collar,Self-Employed,Single,USA,True
174461,10,Own-child,White,Female,0,0,15,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
133201,14,Husband,White,Male,0,0,50,<=50K,40-59,HigherEd,White-collar,Local-gov,Married,USA,False
77253,9,Not-in-family,White,Male,0,0,17,<=50K,60+,Secondary,Handlers-cleaners,Private,Single,USA,True
141511,16,Husband,White,Male,0,0,60,>50K,40-59,Doctorate,Prof-specialty,Private,Married,USA,False
181608,6,Own-child,White,Male,0,0,12,<=50K,<25,10th,Sales,Self-Employed,Single,USA,True
127610,13,Wife,White,Female,0,0,50,>50K,25-39,HigherEd,White-collar,Private,Married,USA,False
154571,10,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,Other,True
33842,10,Husband,White,Male,3103,0,40,>50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
150080,13,Own-child,White,Female,0,0,40,<=50K,25-39,HigherEd,White-collar,Private,Single,USA,False
30916,10,Husband,White,Male,0,1902,50,>50K,25-39,Secondary,White-collar,Government,Married,USA,False
151294,9,Not-in-family,White,Female,0,0,48,<=50K,40-59,Secondary,Handlers-cleaners,Private,Separated,USA,True
48829,9,Not-in-family,White,Female,0,1602,30,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
193769,5,Unmarried,White,Male,0,0,20,<=50K,<25,9th,Service,Private,Single,USA,True
277455,14,Not-in-family,White,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
225780,16,Not-in-family,White,Male,0,0,30,<=50K,60+,Doctorate,Prof-specialty,Private,Single,USA,True
436341,10,Wife,White,Female,0,0,40,>50K,25-39,Secondary,Adm-clerical,Government,Married-AF-spouse,USA,True
255386,9,Other-relative,Asian-Pac-Islander,Male,0,0,40,<=50K,60+,Secondary,Blue-collar,Private,Single,Other,True
174938,13,Husband,White,Male,0,1887,50,>50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
174789,9,Unmarried,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
245628,10,Other-relative,White,Male,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,Other,False
228752,9,Not-in-family,White,Male,0,0,40,<=50K,<25,Secondary,Handlers-cleaners,Private,Single,USA,True
354148,15,Husband,White,Male,99999,0,48,>50K,40-59,Prof-school,Prof-specialty,Private,Married,USA,False
192900,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,USA,False
190391,13,Not-in-family,White,Male,0,0,50,<=50K,25-39,HigherEd,Sales,Self-Employed,Single,USA,False
353263,14,Not-in-family,White,Female,0,0,50,>50K,25-39,HigherEd,Adm-clerical,Private,Single,Other,False
113198,12,Husband,White,Male,0,0,28,<=50K,25-39,Assoc-acdm,Adm-clerical,Private,Married,USA,False
207578,13,Husband,White,Male,0,0,35,>50K,40-59,HigherEd,Prof-specialty,Private,Married,USA,False
93206,10,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,Secondary,Handlers-cleaners,Private,Single,USA,True
163998,13,Husband,White,Male,0,0,44,>50K,40-59,HigherEd,Protective-serv,Local-gov,Married,USA,False
111961,9,Wife,Black,Female,0,0,30,<=50K,40-59,Secondary,Service,Private,Married,USA,False
219122,10,Not-in-family,White,Male,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
111445,9,Not-in-family,White,Male,0,0,38,<=50K,<25,Secondary,Sales,Private,Single,USA,True
309778,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Government,Married,USA,False
223020,11,Unmarried,Black,Female,0,0,32,<=50K,25-39,Assoc-voc,Service,Local-gov,Single,USA,True
303155,12,Not-in-family,White,Male,0,0,40,<=50K,40-59,Assoc-acdm,Adm-clerical,Private,Separated,USA,True
41035,10,Own-child,White,Male,0,0,20,<=50K,<25,Secondary,?,?,Single,USA,True
159191,10,Not-in-family,White,Female,0,0,40,<=50K,60+,Secondary,Adm-clerical,Private,Single,USA,True
244408,10,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Local-gov,Single,Other,True
473748,9,Husband,White,Male,0,0,30,<=50K,60+,Secondary,Sales,Self-Employed,Married,USA,False
71823,10,Husband,Black,Male,0,0,20,<=50K,40-59,Secondary,Adm-clerical,Government,Married,USA,False
83066,9,Husband,Black,Male,0,0,40,<=50K,25-39,Secondary,Service,Local-gov,Married,USA,True
150154,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
190786,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Service,Private,Married,USA,False
178033,10,Not-in-family,White,Male,4416,0,60,<=50K,40-59,Secondary,White-collar,Private,Widowed,USA,False
159909,11,Husband,White,Male,0,0,40,<=50K,25-39,Assoc-voc,Farming-fishing,Self-Employed,Married,USA,False
190885,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Priv-house-serv,Private,Separated,Other,True
243786,13,Not-in-family,White,Female,0,0,37,<=50K,25-39,HigherEd,Service,Private,Single,USA,True
124020,12,Husband,White,Male,0,0,40,>50K,25-39,Assoc-acdm,White-collar,Government,Married,USA,False
159016,9,Husband,White,Male,0,0,38,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
183800,13,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,White-collar,Private,Married,USA,False
193434,9,Husband,White,Male,0,0,20,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
245029,13,Not-in-family,Black,Female,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Private,Single,USA,False
98746,10,Husband,White,Male,0,0,50,>50K,40-59,Secondary,White-collar,Private,Married,Other,False
140664,10,Husband,White,Male,0,0,48,>50K,40-59,Secondary,White-collar,Government,Married,USA,False
344920,13,Not-in-family,White,Female,0,1617,20,<=50K,40-59,HigherEd,Adm-clerical,Private,Single,USA,False
169980,7,Husband,Black,Male,0,0,60,<=50K,40-59,11th,Service,Private,Married,USA,False
155397,13,Not-in-family,White,Male,0,0,55,<=50K,25-39,HigherEd,White-collar,Government,Single,USA,False
245317,6,Husband,White,Male,0,0,50,<=50K,40-59,10th,Transport-moving,Private,Married,USA,False
74182,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
280570,13,Husband,White,Male,0,0,45,<=50K,25-39,HigherEd,White-collar,Private,Married,USA,False
30664,11,Husband,White,Male,0,0,30,<=50K,60+,Assoc-voc,Farming-fishing,Self-Employed,Married,USA,False
109952,10,Own-child,White,Male,0,0,25,<=50K,<25,Secondary,Handlers-cleaners,Private,Single,USA,True
192793,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Protective-serv,Local-gov,Married,USA,False
243442,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Adm-clerical,Private,Married,USA,False
106297,14,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,White-collar,Government,Married,USA,False
328060,5,Unmarried,Other,Female,0,0,40,<=50K,25-39,9th,Service,Private,Separated,Other,True
48702,11,Husband,White,Male,0,0,65,<=50K,25-39,Assoc-voc,Farming-fishing,Self-Employed,Married,USA,False
111283,9,Not-in-family,White,Female,99999,0,35,>50K,40-59,Secondary,White-collar,Self-Employed,Separated,USA,False
484024,9,Unmarried,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Separated,USA,False
208470,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Single,USA,False
172032,11,Husband,White,Male,7298,0,51,>50K,40-59,Assoc-voc,Adm-clerical,Private,Married,USA,False
29927,9,Unmarried,White,Female,0,0,45,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,Other,True
98012,11,Not-in-family,White,Female,0,0,40,<=50K,40-59,Assoc-voc,Adm-clerical,Private,Separated,USA,False
108468,15,Husband,White,Male,0,0,60,>50K,25-39,Prof-school,Prof-specialty,Self-Employed,Married,USA,False
207301,9,Not-in-family,White,Female,0,1980,40,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
168403,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,USA,False
66935,13,Other-relative,White,Male,0,0,40,<=50K,25-39,HigherEd,Service,Private,Single,USA,True
42044,12,Husband,White,Male,0,0,40,<=50K,25-39,Assoc-acdm,Blue-collar,Self-Employed,Married,USA,False
184806,15,Other-relative,White,Male,0,0,50,<=50K,25-39,Prof-school,Prof-specialty,Private,Single,USA,False
1455435,12,Not-in-family,White,Male,0,0,40,<=50K,25-39,Assoc-acdm,Blue-collar,Private,Separated,USA,False
445382,10,Unmarried,White,Male,0,0,40,<=50K,40-59,Secondary,Service,Self-Employed,Separated,USA,True
278576,9,Husband,White,Male,0,0,60,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
84979,11,Husband,White,Male,0,0,20,>50K,60+,Assoc-voc,Sales,Self-Employed,Married,USA,True
659504,13,Husband,Black,Male,0,0,45,>50K,25-39,HigherEd,White-collar,Private,Married,USA,False
136986,10,Husband,White,Male,0,0,60,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
278107,9,Husband,White,Male,0,1573,30,<=50K,<25,Secondary,Machine-op-inspct,Private,Married,USA,False
96219,13,Not-in-family,White,Female,0,0,45,<=50K,25-39,HigherEd,Adm-clerical,Private,Single,USA,False
131091,13,Husband,White,Male,0,1902,40,>50K,40-59,HigherEd,Sales,Self-Employed,Married,USA,False
205410,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
416745,12,Not-in-family,White,Male,0,0,48,<=50K,25-39,Assoc-acdm,White-collar,Private,Separated,USA,False
180667,9,Husband,White,Male,0,1887,60,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
72119,10,Not-in-family,White,Male,0,0,45,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
108945,9,Not-in-family,White,Female,14344,0,40,>50K,40-59,Secondary,Transport-moving,Government,Single,USA,False
195949,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Government,Married,USA,False
101345,13,Wife,White,Female,0,0,40,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
439263,9,Husband,White,Male,0,0,35,<=50K,25-39,Secondary,Protective-serv,Private,Married,Other,True
213095,13,Husband,White,Male,0,0,50,>50K,60+,HigherEd,White-collar,Private,Married,USA,False
59932,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Government,Single,USA,False
172815,10,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Farming-fishing,Private,Married,USA,False
40915,13,Not-in-family,White,Female,0,0,25,<=50K,25-39,HigherEd,Service,Private,Single,USA,True
139012,16,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,40-59,Doctorate,Prof-specialty,Private,Married,Other,False
121781,10,Not-in-family,Asian-Pac-Islander,Female,0,0,37,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
130667,9,Not-in-family,Black,Male,0,0,6,<=50K,40-59,Secondary,?,?,Separated,USA,False
147110,9,Husband,White,Male,0,0,25,<=50K,40-59,Secondary,Machine-op-inspct,Self-Employed,Married,USA,False
237811,12,Own-child,Black,Female,0,0,35,<=50K,<25,Assoc-acdm,Adm-clerical,Local-gov,Single,Other,True
128640,10,Wife,White,Female,0,0,25,<=50K,25-39,Secondary,?,?,Married,USA,False
111476,7,Own-child,White,Male,0,0,40,<=50K,<25,11th,Handlers-cleaners,Private,Single,USA,True
289716,6,Husband,White,Male,0,0,40,<=50K,25-39,10th,Transport-moving,Local-gov,Married,USA,True
141944,13,Husband,White,Male,0,0,38,>50K,40-59,HigherEd,Prof-specialty,Local-gov,Married,USA,False
323773,7,Other-relative,White,Female,0,0,40,<=50K,40-59,11th,Priv-house-serv,Private,Married,USA,True
176663,9,Wife,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Married,USA,False
155233,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
143327,10,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Handlers-cleaners,Private,Separated,USA,True
177212,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Government,Single,USA,True
123088,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
47085,6,Husband,White,Male,0,0,40,<=50K,25-39,10th,Blue-collar,Local-gov,Married,USA,True
102106,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Handlers-cleaners,Private,Married,USA,False
235894,9,Husband,White,Male,0,0,40,<=50K,<25,Secondary,Blue-collar,Private,Married,USA,True
172046,4,Husband,White,Male,0,0,50,<=50K,60+,7th-8th,Farming-fishing,Self-Employed,Married,USA,False
197207,9,Not-in-family,White,Female,0,0,30,<=50K,<25,Secondary,Sales,Self-Employed,Separated,USA,True
152452,13,Husband,White,Male,0,0,50,<=50K,25-39,HigherEd,White-collar,Private,Married,USA,False
172928,9,Husband,White,Male,0,0,65,<=50K,25-39,Secondary,Sales,Private,Married,USA,False
214896,5,Unmarried,White,Female,0,0,40,<=50K,25-39,9th,?,?,Separated,Other,True
116338,9,Unmarried,White,Female,0,653,60,<=50K,40-59,Secondary,Prof-specialty,Private,Separated,USA,False
276664,16,Husband,White,Male,0,1902,50,>50K,40-59,Doctorate,Prof-specialty,Private,Married,USA,False
59924,9,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
194141,10,Not-in-family,White,Male,0,1617,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Separated,USA,False
95128,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
292504,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Sales,Private,Married-spouse-absent,USA,True
45796,9,Husband,White,Male,0,0,45,<=50K,25-39,Secondary,White-collar,Self-Employed,Married,USA,False
119359,15,Wife,Amer-Indian-Eskimo,Female,15024,0,40,>50K,40-59,Prof-school,Sales,Private,Married,Other,True
104280,10,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,White-collar,Government,Married,USA,False
172291,9,Other-relative,Black,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
180988,10,Unmarried,White,Female,0,0,39,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
110748,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Prof-specialty,Private,Married,USA,False
556688,5,Not-in-family,White,Female,0,0,12,<=50K,40-59,9th,?,?,Separated,USA,True
22494,10,Unmarried,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
267859,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,Other,False
256821,9,Not-in-family,Black,Male,0,0,20,<=50K,60+,Secondary,Protective-serv,Local-gov,Separated,USA,True
117346,10,Husband,White,Male,0,0,48,<=50K,25-39,Secondary,Sales,Self-Employed,Married,USA,False
62374,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Prof-specialty,Private,Married,USA,False
314659,10,Not-in-family,White,Male,0,0,42,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
114761,4,Unmarried,White,Female,0,0,20,<=50K,60+,7th-8th,?,?,Widowed,USA,True
93225,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Separated,USA,False
165315,9,Husband,White,Male,0,0,35,>50K,40-59,Secondary,Sales,Self-Employed,Married,USA,False
124771,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
27408,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
198841,11,Husband,White,Male,0,0,40,>50K,25-39,Assoc-voc,Blue-collar,Private,Married,USA,False
271792,13,Unmarried,White,Female,0,0,40,<=50K,40-59,HigherEd,White-collar,Private,Married-spouse-absent,USA,False
64289,9,Own-child,White,Male,0,0,40,<=50K,25-39,Secondary,Farming-fishing,Private,Single,USA,True
183390,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
240771,10,Husband,White,Male,4386,0,50,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
234919,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,Sales,Private,Single,Other,True
88231,10,Not-in-family,White,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
154422,10,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
119098,13,Husband,White,Male,0,0,50,>50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
151580,11,Husband,White,Male,4386,0,40,>50K,40-59,Assoc-voc,Prof-specialty,Government,Married,USA,False
118793,9,Husband,White,Male,0,0,45,<=50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
30499,13,Unmarried,White,Female,0,0,32,<=50K,25-39,HigherEd,?,?,Separated,USA,True
166545,10,Wife,White,Female,7688,0,6,>50K,25-39,Secondary,?,?,Married,USA,False
271710,13,Husband,White,Male,7298,0,50,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
308498,9,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Government,Married-spouse-absent,USA,True
172695,11,Own-child,White,Female,0,0,40,<=50K,40-59,Assoc-voc,Service,Private,Separated,USA,True
29962,13,Husband,White,Male,0,0,48,<=50K,40-59,HigherEd,Sales,Self-Employed,Married,USA,False
200332,9,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Machine-op-inspct,Private,Married,USA,False
291702,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
67234,9,Not-in-family,White,Male,0,0,60,<=50K,<25,Secondary,Sales,Private,Single,USA,True
168038,13,Husband,White,Male,0,0,32,<=50K,40-59,HigherEd,White-collar,Private,Married,USA,False
137814,10,Not-in-family,White,Male,0,0,45,<=50K,25-39,Secondary,Sales,Private,Separated,USA,False
126233,9,Husband,White,Male,0,0,20,<=50K,60+,Secondary,White-collar,Private,Married,USA,False
79036,13,Husband,White,Male,0,0,65,<=50K,40-59,HigherEd,Farming-fishing,Self-Employed,Married,USA,False
327474,9,Husband,White,Male,0,0,70,<=50K,60+,Secondary,Sales,Self-Employed,Married,USA,False
145160,9,Other-relative,White,Male,0,0,58,<=50K,40-59,Secondary,Blue-collar,Private,Single,USA,False
37092,4,Husband,White,Male,0,0,4,<=50K,60+,7th-8th,?,?,Married,USA,False
129387,12,Unmarried,White,Female,0,0,40,<=50K,40-59,Assoc-acdm,White-collar,Private,Separated,Other,True
33304,15,Husband,White,Male,0,0,38,>50K,40-59,Prof-school,Prof-specialty,Self-Employed,Married,USA,False
359001,11,Husband,White,Male,15024,0,50,>50K,25-39,Assoc-voc,Transport-moving,Private,Married,USA,False
143162,6,Wife,White,Female,0,0,40,<=50K,25-39,10th,?,?,Married,USA,True
133515,9,Not-in-family,White,Female,0,0,35,<=50K,<25,Secondary,Service,Private,Single,USA,False
168901,13,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Married,Other,False
750972,4,Husband,White,Male,0,0,41,<=50K,40-59,7th-8th,Blue-collar,Private,Married,USA,False
142924,14,Not-in-family,White,Female,0,0,24,>50K,40-59,HigherEd,Adm-clerical,Private,Single,USA,False
228075,10,Husband,White,Male,20051,0,25,>50K,60+,Secondary,White-collar,Self-Employed,Married,USA,False
