age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
41-60,Employed,182211,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,44,North America,>50K
0-25,Self-Employed,194205,High,10,Single,Other-service,Own-child,White,Female,0,0,40,North America,<=50K
0-25,Employed,141040,Middle,9,Single,Sales,Own-child,Black,Female,0,0,35,North America,<=50K
41-60,Employed,346033,Middle,5,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,177125,High,10,Single,Adm-clerical,Not-in-family,White,Male,0,0,50,North America,<=50K
26-40,Employed,241174,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,99,North America,>50K
41-60,Government,130532,Higher,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,North America,<=50K
26-40,Employed,168496,High,12,Married,Sales,Husband,White,Male,0,0,50,North America,>50K
26-40,Employed,362787,Middle,9,Single,Machine-op-inspct,Unmarried,Black,Female,0,0,40,North America,<=50K
0-25,?,244771,Middle,7,Separated,?,Unmarried,Black,Female,0,0,40,North America,<=50K
26-40,Government,48123,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Self-Employed,173858,High,10,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,Other,>50K
26-40,Employed,207201,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,45,North America,>50K
26-40,Employed,37933,Middle,8,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,North America,<=50K
41-60,Employed,33323,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,175943,High,11,Married,Exec-managerial,Wife,White,Female,7298,0,35,North America,>50K
61-100,?,306178,Middle,6,Separated,?,Not-in-family,White,Male,2050,0,40,North America,<=50K
61-100,Government,229110,Middle,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,33,North America,<=50K
0-25,Employed,113511,Middle,7,Single,Transport-moving,Own-child,White,Male,0,0,40,North America,<=50K
0-25,Employed,333677,Middle,9,Single,Machine-op-inspct,Own-child,White,Male,0,0,36,North America,<=50K
41-60,Employed,236021,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,Other,>50K
0-25,?,371089,Middle,9,Single,?,Own-child,White,Female,0,0,40,North America,<=50K
61-100,Employed,115023,High,10,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,>50K
0-25,Government,133586,Higher,13,Married,Exec-managerial,Wife,White,Female,0,0,40,North America,<=50K
41-60,Employed,91137,Middle,5,Single,Other-service,Unmarried,Black,Female,0,0,40,North America,<=50K
26-40,Employed,105598,Middle,9,Single,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,352812,High,10,Married,Exec-managerial,Wife,White,Female,0,1902,40,North America,>50K
26-40,Employed,204829,Middle,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,247733,Middle,9,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,16,North America,<=50K
26-40,?,370585,Middle,9,Married,?,Husband,Black,Male,0,0,40,North America,<=50K
41-60,Self-Employed,103257,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,178915,Middle,9,Single,Exec-managerial,Unmarried,White,Female,0,0,40,North America,<=50K
41-60,Employed,54260,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,55395,High,10,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,233511,Higher,13,Married,Exec-managerial,Husband,White,Male,0,1977,60,North America,>50K
41-60,Employed,318331,Middle,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,195985,Middle,9,Single,Other-service,Not-in-family,White,Female,0,0,40,North America,<=50K
41-60,Self-Employed,38876,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,40,North America,<=50K
61-100,Self-Employed,81413,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,172618,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,45,North America,>50K
26-40,Employed,174717,Higher,13,Married,Prof-specialty,Husband,White,Male,7688,0,40,North America,>50K
61-100,Employed,224984,Middle,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,16,Europe,>50K
61-100,Employed,423297,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,>50K
41-60,Government,88856,Low,4,Single,Other-service,Unmarried,Black,Female,0,0,40,North America,<=50K
0-25,?,169104,High,12,Single,?,Own-child,Asian-Pac-Islander,Male,0,0,16,Asia,<=50K
26-40,Government,39207,Middle,9,Single,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,340018,Middle,6,Single,Other-service,Unmarried,Black,Female,0,0,38,North America,<=50K
0-25,Government,30796,High,10,Single,Adm-clerical,Own-child,White,Female,0,0,10,North America,<=50K
41-60,Employed,155403,Middle,9,Married,Adm-clerical,Wife,Black,Female,0,0,40,North America,<=50K
0-25,Employed,238092,Higher,13,Single,Prof-specialty,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,225605,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,24,North America,<=50K
26-40,Employed,289148,High,10,Separated,Other-service,Unmarried,White,Female,0,0,40,North America,<=50K
41-60,Employed,339863,Middle,9,Married,Sales,Husband,White,Male,0,0,45,North America,>50K
26-40,Employed,178778,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,80,North America,>50K
26-40,Employed,568490,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
0-25,Government,129345,High,10,Single,Protective-serv,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,447882,High,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,20,North America,<=50K
0-25,Employed,314165,High,10,Single,Exec-managerial,Own-child,White,Male,0,0,20,North America,<=50K
26-40,Government,382859,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,>50K
41-60,Government,82504,High,10,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,149700,Higher,13,Married,Tech-support,Husband,White,Male,15024,0,40,North America,>50K
61-100,Employed,209844,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,30,North America,<=50K
41-60,Employed,62546,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
0-25,Employed,228686,Middle,7,Married,Other-service,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,326587,High,10,Single,Sales,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,202091,Middle,9,Single,Exec-managerial,Own-child,White,Female,0,0,40,North America,<=50K
41-60,Self-Employed,310774,Higher,13,Married,Sales,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,450246,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,40,North America,<=50K
0-25,?,84375,Middle,9,Married,?,Wife,White,Female,0,0,45,North America,<=50K
41-60,Employed,142444,High,10,Separated,Sales,Unmarried,White,Female,0,0,55,North America,>50K
26-40,Employed,82246,Higher,13,Single,Exec-managerial,Not-in-family,White,Male,0,1876,38,North America,<=50K
0-25,Employed,192766,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,53109,Middle,7,Single,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,20,North America,<=50K
41-60,Self-Employed,121836,High,10,Married,Prof-specialty,Wife,White,Female,0,0,40,Other,>50K
41-60,Self-Employed,298130,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,25,North America,<=50K
26-40,Employed,135645,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,265275,High,10,Single,Other-service,Own-child,White,Male,0,0,40,North America,<=50K
41-60,?,410114,Middle,9,Married,?,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,167716,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,99,North America,<=50K
61-100,Employed,107627,High,10,Married,Prof-specialty,Husband,White,Male,0,0,15,North America,<=50K
0-25,Employed,129674,High,10,Single,Exec-managerial,Not-in-family,Black,Male,0,0,48,North America,<=50K
26-40,Self-Employed,114053,High,10,Single,Exec-managerial,Not-in-family,White,Male,0,0,30,North America,<=50K
41-60,Employed,202560,Middle,9,Married,Exec-managerial,Wife,White,Female,0,0,40,North America,>50K
26-40,Employed,219902,Middle,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,North America,<=50K
41-60,Self-Employed,192654,Middle,6,Single,Craft-repair,Not-in-family,White,Male,0,0,25,North America,<=50K
41-60,Self-Employed,238966,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,?,112942,Middle,6,Single,?,Own-child,White,Male,0,0,40,North America,<=50K
41-60,Employed,153484,Higher,13,Married,Craft-repair,Husband,White,Male,15024,0,50,North America,>50K
0-25,Employed,161874,High,10,Single,Exec-managerial,Own-child,Black,Male,0,0,40,North America,<=50K
41-60,Employed,260106,Middle,9,Widowed,Sales,Not-in-family,White,Female,0,0,30,North America,<=50K
41-60,Self-Employed,240374,Higher,14,Married,Sales,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,223696,Middle,8,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,0,0,56,Other,<=50K
41-60,Employed,176134,Middle,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,48,North America,<=50K
26-40,Employed,186959,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,<=50K
41-60,Employed,456236,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,50,North America,>50K
26-40,Employed,98948,Higher,13,Married,Other-service,Wife,White,Female,0,0,32,North America,<=50K
41-60,Employed,166662,Higher,15,Married,Exec-managerial,Husband,White,Male,0,0,50,North America,>50K
0-25,Employed,448626,High,10,Single,Sales,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,167482,Middle,9,Married,Other-service,Husband,White,Male,0,0,60,North America,>50K
41-60,Employed,189792,Higher,14,Married,Sales,Husband,White,Male,0,0,40,North America,>50K
26-40,Employed,399052,Middle,5,Married,Farming-fishing,Wife,White,Female,0,0,42,North America,<=50K
26-40,Employed,104196,Higher,13,Married,Prof-specialty,Husband,White,Male,0,1887,40,North America,>50K
41-60,Self-Employed,152752,Low,3,Married,Transport-moving,Husband,White,Male,0,0,20,North America,<=50K
41-60,Employed,268545,Middle,9,Married,Craft-repair,Husband,Black,Male,0,0,40,Other,<=50K
41-60,Self-Employed,148532,Higher,13,Married,Sales,Husband,White,Male,0,0,60,North America,>50K
26-40,Government,281784,Higher,13,Single,Tech-support,Not-in-family,Black,Male,0,1564,52,North America,>50K
0-25,Employed,225724,Higher,13,Single,Adm-clerical,Own-child,White,Female,0,0,20,North America,<=50K
26-40,Employed,200192,High,10,Single,Other-service,Not-in-family,White,Female,0,0,40,North America,<=50K
41-60,Self-Employed,170850,Middle,9,Married,Sales,Husband,White,Male,0,0,50,North America,>50K
26-40,Government,224858,High,10,Married,Protective-serv,Husband,White,Male,0,0,60,North America,<=50K
61-100,Government,159908,Middle,7,Widowed,Other-service,Unmarried,White,Female,0,0,32,North America,>50K
26-40,Employed,115488,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,1268339,Middle,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,North America,<=50K
41-60,Employed,195755,Middle,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,North America,<=50K
41-60,Government,186272,High,10,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,181388,Middle,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Employed,177181,Low,4,Married,Transport-moving,Husband,White,Male,0,0,40,North America,<=50K
61-100,Employed,91488,Low,2,Married,Transport-moving,Husband,Black,Male,0,0,20,North America,<=50K
26-40,Employed,230961,High,10,Married,Sales,Husband,White,Male,0,0,40,North America,<=50K
61-100,Self-Employed,309955,Higher,15,Married,Prof-specialty,Husband,White,Male,0,2174,50,North America,>50K
26-40,Government,63042,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,40,North America,>50K
26-40,Employed,29814,Middle,7,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
61-100,?,116230,Higher,13,Married,?,Husband,White,Male,0,0,40,North America,>50K
41-60,?,167678,Middle,7,Married,?,Husband,White,Male,0,0,22,South America,<=50K
26-40,Employed,191088,Higher,13,Married,Exec-managerial,Wife,White,Female,0,0,40,North America,>50K
0-25,Employed,63814,High,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,18,North America,<=50K
26-40,Employed,285865,High,12,Separated,Other-service,Unmarried,Black,Female,0,0,32,North America,<=50K
26-40,?,160776,High,11,Separated,?,Not-in-family,White,Female,0,0,40,Europe,<=50K
41-60,Government,299831,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,880,40,North America,<=50K
41-60,Employed,162741,High,12,Married,Prof-specialty,Wife,Black,Female,15024,0,40,North America,>50K
41-60,Employed,204990,Middle,9,Single,Tech-support,Unmarried,Black,Female,0,0,33,Other,<=50K
41-60,Self-Employed,171315,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,296462,Higher,14,Single,Prof-specialty,Not-in-family,Black,Male,0,0,30,North America,<=50K
26-40,Employed,103860,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,50,North America,>50K
41-60,Government,159816,Higher,14,Married,Prof-specialty,Wife,White,Female,0,1977,35,North America,>50K
41-60,Employed,96586,High,10,Married,Tech-support,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,202720,Middle,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,0,0,75,Other,<=50K
26-40,Employed,202822,Higher,14,Single,Tech-support,Unmarried,Black,Female,0,0,40,Other,<=50K
41-60,Self-Employed,379883,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
61-100,?,123464,Middle,9,Married,?,Husband,White,Male,0,0,45,North America,<=50K
26-40,Employed,294121,High,12,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,50,North America,<=50K
61-100,?,179981,Middle,9,Married,?,Husband,White,Male,0,0,4,North America,<=50K
26-40,Employed,234387,Middle,9,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40,North America,<=50K
41-60,Self-Employed,154537,Higher,13,Separated,Other-service,Not-in-family,White,Female,0,0,20,North America,<=50K
26-40,Employed,125856,High,12,Married,Exec-managerial,Husband,White,Male,0,0,60,North America,>50K
26-40,Employed,156015,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,116632,Higher,13,Separated,Sales,Own-child,White,Male,0,0,80,North America,<=50K
41-60,Employed,124963,Higher,13,Married,Exec-managerial,Husband,White,Male,99999,0,55,North America,>50K
26-40,Self-Employed,115215,Middle,6,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,254905,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,195532,Middle,9,Single,Adm-clerical,Unmarried,White,Female,0,0,40,North America,<=50K
26-40,Employed,190067,Higher,13,Single,Prof-specialty,Own-child,White,Female,0,1564,40,North America,>50K
61-100,Employed,181828,Middle,9,Married,Sales,Husband,White,Male,0,0,48,Other,<=50K
26-40,Employed,203674,High,12,Separated,Prof-specialty,Unmarried,White,Female,0,880,36,North America,<=50K
0-25,Employed,322585,Middle,9,Single,Sales,Not-in-family,White,Male,0,0,45,North America,<=50K
41-60,Employed,246262,High,10,Married,Tech-support,Husband,White,Male,0,0,40,North America,>50K
0-25,Government,211129,High,11,Single,Adm-clerical,Own-child,White,Female,0,0,10,Other,<=50K
41-60,Employed,139268,High,10,Single,Craft-repair,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,188540,Higher,13,Single,Exec-managerial,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,?,251167,Middle,9,Married,?,Wife,White,Female,0,0,30,North America,<=50K
41-60,Employed,94809,High,10,Separated,Priv-house-serv,Unmarried,White,Female,0,0,30,North America,<=50K
26-40,Government,265038,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,60,North America,>50K
41-60,Employed,182566,Higher,13,Married,Sales,Husband,Black,Male,0,0,40,North America,>50K
41-60,Employed,220109,High,10,Married,Other-service,Husband,White,Male,0,1672,44,North America,<=50K
41-60,Employed,208470,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,28683,Middle,9,Married,Sales,Husband,White,Male,3464,0,40,North America,<=50K
26-40,Employed,233571,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,4,North America,<=50K
26-40,Employed,24562,Higher,13,Separated,Other-service,Unmarried,Other,Female,0,0,40,North America,<=50K
61-100,Government,36364,Middle,9,Married,Craft-repair,Husband,White,Male,0,2267,40,North America,<=50K
41-60,Employed,168569,Higher,15,Single,Prof-specialty,Not-in-family,White,Male,0,0,50,North America,<=50K
61-100,Employed,167098,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
26-40,Employed,271579,Middle,6,Single,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,191355,Higher,13,Married,Sales,Husband,White,Male,0,0,45,North America,>50K
26-40,Employed,31659,Higher,13,Married,Machine-op-inspct,Husband,White,Male,0,1887,60,North America,>50K
41-60,Government,83411,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,40856,High,11,Married,Craft-repair,Husband,White,Male,0,0,46,North America,>50K
41-60,Employed,115605,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,>50K
26-40,Employed,132326,High,10,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,220213,Middle,9,Widowed,Craft-repair,Not-in-family,White,Female,0,0,40,North America,<=50K
41-60,Employed,172511,High,10,Married,Craft-repair,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,156745,High,10,Married,Craft-repair,Husband,Black,Male,0,0,40,North America,<=50K
26-40,Employed,218916,Higher,15,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,North America,<=50K
0-25,Employed,306114,High,10,Single,Adm-clerical,Own-child,White,Male,0,0,20,North America,<=50K
0-25,Employed,196675,Middle,9,Married,Handlers-cleaners,Husband,Black,Male,0,0,70,North America,<=50K
41-60,Self-Employed,73411,Higher,15,Married,Farming-fishing,Husband,White,Male,0,0,30,North America,<=50K
26-40,Employed,184659,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,>50K
61-100,?,75890,High,10,Widowed,?,Unmarried,Asian-Pac-Islander,Female,0,0,4,North America,<=50K
26-40,Employed,320451,Higher,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Other,>50K
26-40,Employed,172498,High,10,Separated,Handlers-cleaners,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,131588,Middle,9,Single,Craft-repair,Not-in-family,Black,Female,0,0,45,North America,<=50K
26-40,Employed,124520,High,11,Separated,Craft-repair,Unmarried,White,Male,0,0,50,North America,>50K
26-40,Self-Employed,93806,High,10,Married,Sales,Husband,White,Male,0,0,55,North America,<=50K
26-40,Government,173192,High,11,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,North America,<=50K
41-60,Employed,26502,Higher,13,Married,Craft-repair,Husband,White,Male,0,0,72,North America,>50K
41-60,Employed,225267,Middle,9,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,150042,Middle,9,Single,Adm-clerical,Own-child,White,Female,0,0,40,North America,<=50K
41-60,Employed,211319,Higher,13,Married,Exec-managerial,Husband,White,Male,7298,0,50,North America,>50K
26-40,Employed,208358,High,11,Married,Sales,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,58115,Higher,13,Married,Sales,Husband,White,Male,0,0,41,North America,<=50K
26-40,Employed,219267,Middle,9,Single,Other-service,Unmarried,White,Female,0,0,28,North America,<=50K
26-40,Government,129573,High,10,Married,Adm-clerical,Husband,White,Male,0,0,50,North America,<=50K
26-40,Government,27834,Higher,13,Single,Protective-serv,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Self-Employed,415037,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,65,North America,>50K
41-60,Employed,191529,Higher,13,Separated,Farming-fishing,Not-in-family,White,Male,0,0,40,North America,<=50K
61-100,Employed,132806,Middle,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,North America,<=50K
26-40,Government,137059,High,10,Single,Other-service,Not-in-family,White,Female,0,0,10,North America,<=50K
41-60,Government,102308,Higher,15,Married,Prof-specialty,Husband,White,Male,15024,0,50,North America,>50K
26-40,Employed,164309,Middle,9,Single,Sales,Not-in-family,White,Female,0,0,35,North America,<=50K
26-40,Employed,40955,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,40,Europe,>50K
61-100,Employed,141085,Middle,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,North America,<=50K
61-100,Government,258124,Higher,14,Married,Adm-clerical,Husband,White,Male,0,0,40,Europe,>50K
26-40,Employed,467579,Higher,13,Married,Exec-managerial,Husband,Black,Male,0,1887,40,North America,>50K
26-40,Employed,145139,Higher,13,Married,Craft-repair,Husband,White,Male,0,0,40,North America,>50K
26-40,Employed,231141,Middle,9,Married,Machine-op-inspct,Husband,White,Male,2829,0,40,North America,<=50K
41-60,Self-Employed,146674,Middle,9,Separated,Craft-repair,Not-in-family,Black,Male,0,0,50,Other,<=50K
26-40,Employed,242207,Higher,13,Single,Tech-support,Own-child,White,Female,0,0,40,North America,<=50K
26-40,?,102541,High,11,Married,?,Wife,Amer-Indian-Eskimo,Female,0,0,40,North America,<=50K
26-40,Employed,135416,High,10,Separated,Adm-clerical,Own-child,White,Female,0,0,40,North America,<=50K
0-25,Employed,267284,Middle,9,Single,Handlers-cleaners,Other-relative,White,Male,0,0,40,North America,<=50K
41-60,Employed,130812,Middle,9,Married,Exec-managerial,Wife,White,Female,0,0,40,North America,<=50K
41-60,Self-Employed,183765,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,50,Other,<=50K
41-60,Government,188823,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,>50K
0-25,Employed,200593,High,10,Single,Sales,Own-child,White,Male,0,0,40,North America,<=50K
41-60,Employed,124094,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,Other,<=50K
0-25,Employed,50411,Middle,9,Single,Farming-fishing,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Government,101689,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,North America,<=50K
41-60,Self-Employed,73091,Middle,9,Separated,Other-service,Not-in-family,Black,Male,0,1876,50,North America,<=50K
0-25,?,107801,High,10,Single,?,Own-child,White,Female,0,0,6,North America,<=50K
41-60,Employed,176969,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,48,North America,<=50K
26-40,Employed,342709,Middle,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,North America,<=50K
41-60,Self-Employed,368561,High,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,26915,High,11,Married,Exec-managerial,Husband,White,Male,0,0,45,North America,>50K
41-60,Employed,157974,Middle,9,Single,Other-service,Not-in-family,Black,Male,0,0,48,North America,<=50K
41-60,Employed,109832,Higher,14,Married,Prof-specialty,Husband,White,Male,0,1902,40,North America,>50K
26-40,Self-Employed,116358,Higher,13,Married,Sales,Husband,Asian-Pac-Islander,Male,7688,0,40,Other,>50K
61-100,Self-Employed,195881,Middle,9,Married,Farming-fishing,Husband,White,Male,2414,0,40,North America,<=50K
26-40,Employed,183000,High,10,Single,Other-service,Not-in-family,White,Male,0,0,24,North America,<=50K
0-25,Unemployed,302347,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,4416,0,40,North America,<=50K
0-25,?,151463,Middle,7,Single,?,Other-relative,White,Male,0,0,7,North America,<=50K
26-40,Employed,217200,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,50,North America,<=50K
26-40,Employed,31740,Higher,14,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
41-60,Employed,35520,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,42,North America,<=50K
26-40,Employed,369843,Middle,9,Married,Other-service,Husband,White,Male,0,0,50,North America,<=50K
26-40,Employed,199227,High,10,Married,Exec-managerial,Husband,White,Male,0,0,55,North America,<=50K
0-25,Employed,144711,Middle,9,Single,Sales,Not-in-family,White,Female,0,1721,40,North America,<=50K
26-40,Employed,382802,Middle,6,Widowed,Machine-op-inspct,Not-in-family,Black,Male,0,1590,40,North America,<=50K
0-25,Employed,254781,Higher,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Self-Employed,70657,High,10,Single,Craft-repair,Not-in-family,White,Male,0,0,35,North America,<=50K
41-60,Self-Employed,50791,Higher,14,Separated,Sales,Not-in-family,White,Male,0,1876,60,North America,<=50K
26-40,Self-Employed,222162,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
41-60,Self-Employed,94606,Higher,16,Married,Prof-specialty,Husband,Black,Male,0,0,60,North America,>50K
41-60,Self-Employed,104196,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,84,North America,<=50K
26-40,Self-Employed,455995,Middle,7,Single,Craft-repair,Not-in-family,White,Male,0,0,45,North America,>50K
26-40,Employed,166210,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,North America,<=50K
0-25,Employed,198986,Higher,13,Single,Adm-clerical,Not-in-family,White,Male,0,0,40,North America,>50K
26-40,Self-Employed,292465,Higher,13,Single,Exec-managerial,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,99388,High,12,Married,Other-service,Husband,White,Male,0,0,40,Other,<=50K
26-40,Employed,698363,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,154940,High,10,Separated,Sales,Unmarried,White,Female,0,0,40,North America,<=50K
26-40,Employed,401998,Middle,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,North America,<=50K
61-100,Employed,162825,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
41-60,Self-Employed,271795,Middle,9,Married,Other-service,Husband,White,Male,0,0,40,North America,<=50K
41-60,Self-Employed,134671,Middle,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,87583,Middle,9,Married,Prof-specialty,Wife,White,Female,0,0,14,North America,<=50K
41-60,Employed,248619,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,130200,Middle,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,North America,<=50K
41-60,Employed,178922,Middle,9,Single,Sales,Not-in-family,White,Female,0,0,20,North America,<=50K
0-25,Employed,51985,Middle,9,Single,Transport-moving,Not-in-family,White,Male,0,0,38,North America,<=50K
26-40,Employed,125933,High,12,Married,Exec-managerial,Husband,White,Male,7688,0,50,North America,>50K
26-40,Government,104280,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,55,North America,>50K
26-40,Employed,617860,High,10,Single,Handlers-cleaners,Own-child,Black,Male,0,0,40,North America,<=50K
