age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
41-60,Government,106982,Higher,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,227856,Higher,13,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Self-Employed,150533,High,11,Married,Exec-managerial,Other-relative,White,Male,0,0,41-60,North America,>50K
26-40,Employed,211184,Middle,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,41-60,North America,<=50K
0-25,Employed,136610,Middle,8,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,240698,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
61-100,Employed,172906,Middle,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,238959,High,10,Married,Adm-clerical,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,172022,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,>50K
41-60,Government,218062,High,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,21-40,North America,<=50K
0-25,Employed,201799,High,10,Single,Sales,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,150717,High,11,Single,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,94391,High,11,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,153064,Middle,9,Married,Exec-managerial,Husband,White,Male,5178,0,21-40,North America,>50K
41-60,Employed,156771,Middle,6,Married,Adm-clerical,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,216639,Higher,13,Single,Tech-support,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,82161,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,?,159159,High,10,Married,?,Wife,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,310014,Higher,13,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,133014,High,11,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,399022,Middle,9,Single,Farming-fishing,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,179758,Middle,9,Married,Sales,Wife,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,48947,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,41-60,North America,<=50K
41-60,Employed,201865,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,319122,Higher,13,Single,Sales,Not-in-family,White,Male,14084,0,41-60,North America,>50K
26-40,Employed,155151,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,257863,High,10,Separated,Other-service,Not-in-family,White,Female,0,0,0-20,North America,<=50K
0-25,?,28967,High,10,Single,?,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,154874,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,4416,0,21-40,North America,<=50K
26-40,Employed,335716,Middle,9,Separated,Sales,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,133861,Higher,13,Single,Exec-managerial,Not-in-family,White,Male,13550,0,41-60,North America,>50K
0-25,Employed,240137,Low,2,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,80004,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,109702,High,10,Single,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,193855,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,86298,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,323139,Higher,13,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,36058,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,41-60,North America,<=50K
61-100,Employed,163393,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,0-20,North America,<=50K
41-60,Government,93535,Higher,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Self-Employed,112952,High,10,Single,Craft-repair,Own-child,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,182541,Higher,13,Married,Prof-specialty,Husband,White,Male,15024,0,41-60,North America,>50K
26-40,?,507086,Middle,9,Separated,?,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
61-100,Employed,195868,Higher,13,Married,Sales,Husband,White,Male,20051,0,21-40,North America,>50K
26-40,Government,33124,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,41-60,North America,<=50K
41-60,Employed,419732,High,10,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,171095,High,12,Separated,Sales,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,199278,Higher,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,235205,Middle,9,Widowed,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,145964,Higher,13,Single,Exec-managerial,Unmarried,White,Male,0,0,21-40,North America,>50K
41-60,Employed,153870,Middle,9,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,323798,Higher,15,Married,Prof-specialty,Husband,White,Male,15024,0,41-60,North America,>50K
0-25,Employed,198830,Middle,7,Single,Adm-clerical,Other-relative,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,167187,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,>50K
41-60,Employed,230684,Middle,9,Married,Sales,Husband,White,Male,5178,0,41-60,North America,>50K
41-60,Employed,659558,Middle,8,Widowed,Other-service,Unmarried,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,181661,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,Self-Employed,131417,Low,3,Married,Farming-fishing,Husband,White,Male,1797,0,21-40,North America,<=50K
41-60,Employed,57233,High,10,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,379798,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,122175,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,107302,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Self-Employed,241753,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,173611,Middle,9,Single,Exec-managerial,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,232666,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,352207,High,11,Single,Other-service,Own-child,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,177057,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,155659,High,10,Married,Craft-repair,Husband,White,Male,7688,0,41-60,North America,>50K
0-25,Employed,251603,Middle,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
61-100,Employed,115023,High,10,Married,Adm-clerical,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,313702,High,10,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
61-100,Employed,250068,Middle,8,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,227359,High,10,Married,Other-service,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,118550,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,280169,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Self-Employed,167280,Higher,13,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,?,141580,Middle,9,Married,?,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,226443,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,366065,High,10,Single,Craft-repair,Unmarried,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,225724,High,10,Single,Prof-specialty,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,30619,High,10,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Government,335015,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,61272,Higher,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,106544,Middle,9,Single,Other-service,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,144169,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,40295,Middle,9,Single,Transport-moving,Not-in-family,White,Male,0,0,61-100,North America,<=50K
41-60,Government,192397,High,10,Separated,Adm-clerical,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,114351,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,128162,Middle,9,Separated,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,125938,Middle,8,Single,Other-service,Own-child,White,Male,0,0,21-40,Other,<=50K
26-40,Employed,170174,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,114937,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,231196,Middle,9,Married,Adm-clerical,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,238474,High,10,Single,Sales,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,314149,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,31728,High,10,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,83411,High,10,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,193047,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
61-100,Government,39630,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,259803,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,41-60,North America,>50K
41-60,Employed,181307,High,10,Married,Sales,Husband,White,Male,99999,0,41-60,North America,>50K
0-25,Employed,211301,High,10,Single,Adm-clerical,Own-child,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,200450,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,41-60,North America,<=50K
61-100,Employed,125784,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,152176,High,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,130126,Higher,13,Married,Exec-managerial,Husband,White,Male,15024,0,41-60,North America,>50K
0-25,?,214989,High,10,Single,?,Own-child,White,Female,0,1602,21-40,North America,<=50K
0-25,Employed,272800,Middle,8,Single,Adm-clerical,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,195881,High,10,Separated,Exec-managerial,Other-relative,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,149466,Middle,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,190418,High,10,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,177989,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,186035,High,11,Single,Tech-support,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,195805,Middle,9,Single,Sales,Own-child,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,54800,Middle,9,Married,Other-service,Wife,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,253190,High,12,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,203301,Middle,9,Single,Adm-clerical,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,175696,High,10,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,278304,High,10,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,93193,Middle,9,Separated,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Government,158688,Higher,13,Married,Protective-serv,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,327612,Middle,6,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,147340,High,10,Single,Exec-managerial,Own-child,White,Female,0,0,21-40,North America,<=50K
61-100,Employed,284680,Middle,9,Separated,Other-service,Not-in-family,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,127738,High,10,Married,Other-service,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,213412,High,10,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,54772,Middle,9,Married,Craft-repair,Husband,White,Male,3103,0,41-60,North America,>50K
41-60,Self-Employed,56651,High,10,Married,Exec-managerial,Husband,White,Male,7688,0,41-60,North America,>50K
41-60,Government,178470,Middle,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,130684,High,10,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,164682,High,11,Separated,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,198316,High,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,280309,High,12,Married,Exec-managerial,Husband,White,Male,5178,0,41-60,North America,>50K
41-60,Employed,97176,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,95835,High,10,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,?,323016,Higher,13,Married,?,Husband,White,Male,99999,0,21-40,North America,>50K
0-25,?,280670,Middle,6,Single,?,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,136306,Middle,7,Single,Farming-fishing,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,149531,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,33887,High,10,Separated,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,172822,Middle,7,Separated,Transport-moving,Not-in-family,White,Male,0,2824,61-100,North America,>50K
41-60,Employed,131826,High,10,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,216691,Higher,16,Separated,Prof-specialty,Not-in-family,White,Female,10520,0,21-40,North America,>50K
26-40,Employed,133328,Middle,9,Separated,Sales,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,164737,High,10,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Government,99064,Middle,5,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,208725,Higher,13,Single,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,138513,High,10,Single,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,121055,Middle,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,149784,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,114495,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,212276,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,440129,High,10,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,98012,Higher,14,Married,Prof-specialty,Wife,White,Female,7688,0,21-40,North America,>50K
26-40,Employed,145284,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,177147,High,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,141537,Middle,6,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
41-60,Employed,123572,Middle,5,Married,Machine-op-inspct,Husband,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,170800,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,351161,Middle,9,Married,Sales,Husband,White,Male,0,1848,41-60,North America,>50K
61-100,?,163726,Low,3,Married,?,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,167878,Middle,7,Single,Other-service,Own-child,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,176972,High,11,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,130834,High,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,107411,Middle,9,Single,Exec-managerial,Not-in-family,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,106179,Higher,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,247679,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,41-60,North America,<=50K
61-100,Employed,196674,Higher,13,Married,Sales,Husband,White,Male,0,0,0-20,North America,>50K
26-40,Employed,182540,Middle,7,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,172694,Middle,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,29571,Middle,8,Single,Handlers-cleaners,Own-child,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,130438,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,213421,Higher,15,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
61-100,Employed,133144,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,276967,High,10,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,184857,Middle,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,145160,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,192251,Middle,9,Separated,Adm-clerical,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Government,255927,High,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,99086,High,10,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,110563,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,183066,Middle,6,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,297884,Higher,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,>50K
0-25,Employed,253612,High,10,Single,Prof-specialty,Own-child,White,Female,1055,0,21-40,North America,<=50K
0-25,Employed,148522,Middle,7,Single,Other-service,Own-child,White,Male,0,1721,0-20,North America,<=50K
0-25,Employed,165474,High,10,Single,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,120277,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
61-100,Employed,229418,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,185127,High,10,Single,Tech-support,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,109133,High,12,Married,Sales,Husband,White,Male,0,1977,41-60,North America,>50K
41-60,Employed,148315,Middle,9,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,210424,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,914,0,21-40,North America,<=50K
61-100,Employed,198526,Middle,9,Widowed,Other-service,Other-relative,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,521400,Low,3,Single,Machine-op-inspct,Other-relative,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,100882,Higher,14,Single,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,>50K
26-40,Employed,124818,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,190836,Middle,9,Married,Craft-repair,Husband,White,Male,3411,0,21-40,North America,<=50K
41-60,Employed,71367,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,303032,High,10,Single,Other-service,Unmarried,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,54782,High,10,Single,Prof-specialty,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,?,202683,Higher,13,Single,?,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,89718,High,10,Separated,Sales,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,225106,Middle,6,Single,Other-service,Own-child,White,Female,0,1602,0-20,North America,<=50K
26-40,Employed,253262,High,10,Single,Craft-repair,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,78181,Middle,7,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,158206,High,10,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
61-100,?,337720,Middle,9,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,134756,Middle,9,Single,Other-service,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,183404,High,10,Separated,Other-service,Unmarried,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,192793,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,89400,High,10,Widowed,Exec-managerial,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,237868,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,139187,Middle,7,Single,Handlers-cleaners,Own-child,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,164210,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Government,608184,Middle,9,Married,Transport-moving,Husband,Black,Male,0,0,21-40,North America,>50K
41-60,Government,425804,Higher,13,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,>50K
0-25,?,117618,Higher,13,Single,?,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,92036,Higher,13,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Government,77146,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,54932,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,268145,Higher,13,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Government,227332,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,212512,Middle,9,Married,Machine-op-inspct,Husband,White,Male,3464,0,41-60,North America,<=50K
41-60,Employed,133436,Low,4,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Government,309055,High,10,Single,Adm-clerical,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,32709,High,10,Separated,Sales,Not-in-family,White,Female,3325,0,41-60,North America,<=50K
26-40,Employed,117963,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,169121,Higher,13,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,144940,Higher,14,Separated,Prof-specialty,Unmarried,Black,Female,0,0,21-40,North America,<=50K
61-100,Employed,102041,Middle,7,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,335998,Middle,9,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,29557,High,10,Separated,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,107597,Middle,9,Separated,Exec-managerial,Unmarried,White,Female,14084,0,21-40,North America,>50K
41-60,Employed,97168,Middle,6,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,155930,Higher,14,Married,Prof-specialty,Husband,White,Male,7688,0,41-60,North America,>50K
61-100,Self-Employed,181033,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,?,344572,Middle,9,Separated,?,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Government,170165,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,178835,Middle,9,Single,Adm-clerical,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,118230,Middle,9,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,149640,Higher,14,Single,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,30271,High,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,154165,Middle,9,Single,Handlers-cleaners,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,341797,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Government,145246,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
41-60,Employed,280093,Middle,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,373469,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
61-100,Self-Employed,177199,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,258932,Middle,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
61-100,Self-Employed,139960,Middle,9,Married,Farming-fishing,Husband,White,Male,10605,0,41-60,North America,>50K
26-40,Employed,116677,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,59496,High,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,34218,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,200246,Middle,5,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,173411,Middle,9,Separated,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,259226,Middle,7,Single,Machine-op-inspct,Own-child,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,200598,High,12,Married,Prof-specialty,Husband,White,Male,0,1740,41-60,North America,<=50K
41-60,Government,160369,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
0-25,?,415913,High,10,Single,?,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,147253,High,12,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Government,199674,Middle,9,Single,Other-service,Unmarried,Black,Female,0,0,21-40,North America,<=50K
26-40,Government,198493,High,11,Married,Protective-serv,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,377121,High,10,Single,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,513660,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
